Molecule,Molecular_Formula,Classification,Tot_atoms,Tot_nH_atoms,IUPAC_Name,SMILES,InChI,InChIKey,Ref_OriDB,Original_DataBase,Mode,ExpFreq_New,CCSD(T)-F12c_Freqs,CCSD(T)-F12c_ScaledFreqs,FreqRange,Region,Symmetry,Mode_Description,Mode_Description_Exp,ModeClass,Statistic,Statistic_Type,Resolution,Journal,Year,BibTex_Code,DOI,Comments
C3O2,OCCCO,CHNOPS,5,5,Carbon suboxide,C(=C=O)=C=O,InChI=1S/C3O2/c4-2-1-3-5,GNEVIACKFGQMHB-UHFFFAOYSA-N,[21UnNaOz],[824f/157mol],3,1587.39,1589,1545.6203,Mid,1565 - 1600,Sigma_u,C#C stretch,C#C stretch,Stretch,0.002,plus/minus,Rovibronic,The Journal of Chemical Physics,2008,"@article{08WeMaPe,
abstract = {Current_tunable thin_film PbTe diode lasers have been used to obtain Doppler_limited resolution of the $\nu$4 asymmetric stretch band of C3O2 in the region 1565–1600 cm_1. Roughly 70% of the interval w...},
author = {Weber, W. H. and Maker, P. D. and Peters, C. W.},
doi = {10.1063/1.432437},
issn = {0021-9606},
journal = {The Journal of Chemical Physics},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {aug},
number = {5},
pages = {2149},
publisher = {American Institute of PhysicsAIP},
title = {{Analysis of tunable diode laser spectra of the $\nu$4 band of 12C316O2}},
url = {https://aip-scitation-org.wwwproxy1.library.unsw.edu.au/doi/abs/10.1063/1.432437},
volume = {64},
year = {2008}
}",_10.1063/1.432437,NA
C3O2,OCCCO,CHNOPS,5,5,Carbon suboxide,C(=C=O)=C=O,InChI=1S/C3O2/c4-2-1-3-5,GNEVIACKFGQMHB-UHFFFAOYSA-N,[21UnNaOz],[824f/157mol],2,2196.93,2243.85,2146.01814,High,2260 - 2330,Sigma_g,C-O stretch,C-O sym stretch,Stretch,0.02,plus/minus,Rovibronic,The Journal of Chemical Physics,1979,"@article{79LoBr,
abstract = {The $\nu$1, $\nu$5, 2$\nu$5, and 2$\nu$6 Raman band accumulations of carbon suboxide, C3O2, have been photographed with a resolution of 0.2-0.3 cm-1. Each band accumulation consists, in addition to the main band, of a large number of ""hot"" bands due to the extremely low, highly anharmonic $\nu$7 fundamental vibration. In the 2$\nu$6 band accumulation a few series of unresolved Q branches have been assigned. In the $\nu$1 and 2$\nu$5 band accumulations most Q branches almost coincide, forming a very intense peak, whereas the dominating feature of the $\nu$5 band accumulation is a minimum, in agreement with the expectation of an extremely weak Q branch for a $\Pi$g fundamental band. Tentative values of $\nu$1 = 2196.9 ± 0.1 cm-1 and $\nu$5 = 580.2 ± 0.5 cm-1 as well as several energy values in the $\nu$7 manifold of the 2$\nu$60 state are obtained. Further, improved exposures of the $\nu$2 + 2$\nu$70 band accumulation yield some levels in the $\nu$7 manifold of the $\nu$2 state, in addition to those determined previously. {\textcopyright} 1979.},
author = {Lolck, Jens Erik and Brodersen, Svend},
doi = {10.1016/0022-2852(79)90119-X},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {may},
number = {2},
pages = {234--244},
publisher = {Academic Press},
title = {{Some Raman bands of C3O2}},
volume = {75},
year = {1979}
}",_10.1016/0022-2852(79)90119-X,NA
C3O2,OCCCO,CHNOPS,5,5,Carbon suboxide,C(=C=O)=C=O,InChI=1S/C3O2/c4-2-1-3-5,GNEVIACKFGQMHB-UHFFFAOYSA-N,[21UnNaOz],[824f/157mol],1,2289.8016,2315.78,2214.811992,High,2200 - 2300,Sigma_u,C-O stretch,C-O asym stretch,Stretch,9,One STD,Rovibronic,Journal of Molecular Spectroscopy,1980,"@article{80FuMiGu,
abstract = {The infrared spectrum of carbon suboxide has been recorded from 1800 to 2600 cm-1 at a resolution of 0.003 cm-1. About 7% of the ca. 40 000 lines observed have been assigned and analyzed, belonging to 36 different bands. Most of these are associated with the fundamental $\nu$3, at 2289.80 cm-1, and the combination band $\nu$2 + $\nu$4, at 2386.61 cm-1, each of which give rise to a system of sum bands, difference bands, and hot bands involving the low-wave-number fundamental $\nu$7 at 18 cm-1. A few other tentative assignments are made. The bands have been analyzed for vibrational and rotational constants. {\textcopyright} 1980.},
author = {Fusina, L. and Mills, I. M. and Guelachvili, G.},
doi = {10.1016/0022-2852(80)90296-9},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1},
pages = {101--122},
publisher = {Academic Press},
title = {{Carbon suboxide: The infrared spectrum from 1800 to 2600 cm_1}},
volume = {79},
year = {1980}
}",_10.1016/0022-2852(80)90296-9,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],9,219.97784,218.02,215.142136,Low,200 - 3400,Pi_u,C4H2 bend,C4H2 bend,non-Stretch,44,One STD,Rovibronic,Journal of Molecular Structure,1992,"@article{92McBr,
abstract = {The $\nu$6 + $\nu$8 combination band of diacetylene has been remeasured at 0.0019 cm-1 resolution with a Fourier transform infrared spectrometer. Analysis and assignment of the improved data sets were carried out with an interactive Loomis-Wood fitting program. Altogether more than 1400 assignments were made and band origins, rotational and distortion constants for the main band and associated hot bands were determined. The band centre was found to be 1241.060828(37) cm-1 and the ground-state rotational and distortion constants, B0 and D0, were found to be 0.14641021(52) cm-1 and 1.6085(49) _ 10-8 cm-1, respectively. The experimental values of B0 for diacetylene, triacetylene and dicyanoacetylene are compared with values predicted from ab initio calculations, and with values obtained from estimates derived from the known structural parameters of HC3N and HC5N. Several very weak difference bands, 110901, 110801 and 410601, and combination bands, 510610 and 110910, in the region 3600-2600 cm-1 were also assigned. {\textcopyright} 1992.},
author = {McNaughton, D. and Bruget, D. N.},
doi = {10.1016/0022-2860(92)87072-4},
issn = {00222860},
journal = {Journal of Molecular Structure},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {C},
pages = {11--25},
publisher = {Elsevier},
title = {{The high-resolution infrared spectrum of diacetylene and structures of diacetylene, triacetylene and dicyanoacetylene}},
volume = {273},
year = {1992}
}",_10.1016/0022-2860(92)87072-4,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],9,219.97784,218.02,215.142136,Low,200 - 3400,Pi_u,C4H2 bend,C4H2 bend,non-Stretch,44,One STD,Rovibronic,Journal of Molecular Structure,1992,"@article{92McBr,
abstract = {The $\nu$6 + $\nu$8 combination band of diacetylene has been remeasured at 0.0019 cm-1 resolution with a Fourier transform infrared spectrometer. Analysis and assignment of the improved data sets were carried out with an interactive Loomis-Wood fitting program. Altogether more than 1400 assignments were made and band origins, rotational and distortion constants for the main band and associated hot bands were determined. The band centre was found to be 1241.060828(37) cm-1 and the ground-state rotational and distortion constants, B0 and D0, were found to be 0.14641021(52) cm-1 and 1.6085(49) _ 10-8 cm-1, respectively. The experimental values of B0 for diacetylene, triacetylene and dicyanoacetylene are compared with values predicted from ab initio calculations, and with values obtained from estimates derived from the known structural parameters of HC3N and HC5N. Several very weak difference bands, 110901, 110801 and 410601, and combination bands, 510610 and 110910, in the region 3600-2600 cm-1 were also assigned. {\textcopyright} 1992.},
author = {McNaughton, D. and Bruget, D. N.},
doi = {10.1016/0022-2860(92)87072-4},
issn = {00222860},
journal = {Journal of Molecular Structure},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {C},
pages = {11--25},
publisher = {Elsevier},
title = {{The high-resolution infrared spectrum of diacetylene and structures of diacetylene, triacetylene and dicyanoacetylene}},
volume = {273},
year = {1992}
}",_10.1016/0022-2860(92)87072-4,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],7,482.7078,335.31,330.883908,Low,1850 - 3584,Pi_g,C4H2 bend,C4H2 bend,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1984,"@article{84GuCrRa,
abstract = {High-resolution absorption spectra of diacetylene in the regions 1850-2523 and 2860-3584 cm-1 have been recorded with a Fourier transform spectrometer. Rotational analyses are given for the $\nu$4 and $\nu$5 fundamentals and associated ""hot"" bands. Analyses are also reported for 11 combination bands. Vibrational constants are summarized for all the fundamentals, and rotational constants are given for all the low-lying bending vibrations. Intensity data are given for the $\nu$4 band, which is found to be stronger than the $\nu$5 band by a factor of 45 ± 5. {\textcopyright} 1984.},
author = {Guelachvili, G. and Craig, A. M. and Ramsay, D. A.},
doi = {10.1016/0022-2852(84)90110-3},
issn = {1096083X},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {may},
number = {1},
pages = {156--192},
publisher = {Academic Press},
title = {{High-resolution Fourier studies of diacetylene in the regions of the $\nu$4 and $\nu$5 fundamentals}},
volume = {105},
year = {1984}
}",_10.1016/0022-2852(84)90110-3,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],7,482.7078,481.72,475.361296,Low,1850 - 3584,Pi_g,C4H2 bend,C4H2 bend,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1984,"@article{84GuCrRa,
abstract = {High-resolution absorption spectra of diacetylene in the regions 1850-2523 and 2860-3584 cm-1 have been recorded with a Fourier transform spectrometer. Rotational analyses are given for the $\nu$4 and $\nu$5 fundamentals and associated ""hot"" bands. Analyses are also reported for 11 combination bands. Vibrational constants are summarized for all the fundamentals, and rotational constants are given for all the low-lying bending vibrations. Intensity data are given for the $\nu$4 band, which is found to be stronger than the $\nu$5 band by a factor of 45 ± 5. {\textcopyright} 1984.},
author = {Guelachvili, G. and Craig, A. M. and Ramsay, D. A.},
doi = {10.1016/0022-2852(84)90110-3},
issn = {1096083X},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {may},
number = {1},
pages = {156--192},
publisher = {Academic Press},
title = {{High-resolution Fourier studies of diacetylene in the regions of the $\nu$4 and $\nu$5 fundamentals}},
volume = {105},
year = {1984}
}",_10.1016/0022-2852(84)90110-3,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],6,625.49857,588.6,580.83048,Low,200 - 3400,Pi_g,C-H bend,C-H wag,non-Stretch,30,One STD,Rovibronic,Journal of Molecular Structure,1992,"@article{92McBr,
abstract = {The $\nu$6 + $\nu$8 combination band of diacetylene has been remeasured at 0.0019 cm-1 resolution with a Fourier transform infrared spectrometer. Analysis and assignment of the improved data sets were carried out with an interactive Loomis-Wood fitting program. Altogether more than 1400 assignments were made and band origins, rotational and distortion constants for the main band and associated hot bands were determined. The band centre was found to be 1241.060828(37) cm-1 and the ground-state rotational and distortion constants, B0 and D0, were found to be 0.14641021(52) cm-1 and 1.6085(49) _ 10-8 cm-1, respectively. The experimental values of B0 for diacetylene, triacetylene and dicyanoacetylene are compared with values predicted from ab initio calculations, and with values obtained from estimates derived from the known structural parameters of HC3N and HC5N. Several very weak difference bands, 110901, 110801 and 410601, and combination bands, 510610 and 110910, in the region 3600-2600 cm-1 were also assigned. {\textcopyright} 1992.},
author = {McNaughton, D. and Bruget, D. N.},
doi = {10.1016/0022-2860(92)87072-4},
issn = {00222860},
journal = {Journal of Molecular Structure},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {C},
pages = {11--25},
publisher = {Elsevier},
title = {{The high-resolution infrared spectrum of diacetylene and structures of diacetylene, triacetylene and dicyanoacetylene}},
volume = {273},
year = {1992}
}",_10.1016/0022-2860(92)87072-4,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],6,625.49857,636.74,628.335032,Low,200 - 3400,Pi_g,C-H bend,C-H wag,non-Stretch,30,One STD,Rovibronic,Journal of Molecular Structure,1992,"@article{92McBr,
abstract = {The $\nu$6 + $\nu$8 combination band of diacetylene has been remeasured at 0.0019 cm-1 resolution with a Fourier transform infrared spectrometer. Analysis and assignment of the improved data sets were carried out with an interactive Loomis-Wood fitting program. Altogether more than 1400 assignments were made and band origins, rotational and distortion constants for the main band and associated hot bands were determined. The band centre was found to be 1241.060828(37) cm-1 and the ground-state rotational and distortion constants, B0 and D0, were found to be 0.14641021(52) cm-1 and 1.6085(49) _ 10-8 cm-1, respectively. The experimental values of B0 for diacetylene, triacetylene and dicyanoacetylene are compared with values predicted from ab initio calculations, and with values obtained from estimates derived from the known structural parameters of HC3N and HC5N. Several very weak difference bands, 110901, 110801 and 410601, and combination bands, 510610 and 110910, in the region 3600-2600 cm-1 were also assigned. {\textcopyright} 1992.},
author = {McNaughton, D. and Bruget, D. N.},
doi = {10.1016/0022-2860(92)87072-4},
issn = {00222860},
journal = {Journal of Molecular Structure},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {C},
pages = {11--25},
publisher = {Elsevier},
title = {{The high-resolution infrared spectrum of diacetylene and structures of diacetylene, triacetylene and dicyanoacetylene}},
volume = {273},
year = {1992}
}",_10.1016/0022-2860(92)87072-4,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],8,627.89583,636.89,628.483052,Low,200 - 3400,Pi_u,C-H bend,C-H twist,non-Stretch,30,One STD,Rovibronic,Journal of Molecular Structure,1992,"@article{92McBr,
abstract = {The $\nu$6 + $\nu$8 combination band of diacetylene has been remeasured at 0.0019 cm-1 resolution with a Fourier transform infrared spectrometer. Analysis and assignment of the improved data sets were carried out with an interactive Loomis-Wood fitting program. Altogether more than 1400 assignments were made and band origins, rotational and distortion constants for the main band and associated hot bands were determined. The band centre was found to be 1241.060828(37) cm-1 and the ground-state rotational and distortion constants, B0 and D0, were found to be 0.14641021(52) cm-1 and 1.6085(49) _ 10-8 cm-1, respectively. The experimental values of B0 for diacetylene, triacetylene and dicyanoacetylene are compared with values predicted from ab initio calculations, and with values obtained from estimates derived from the known structural parameters of HC3N and HC5N. Several very weak difference bands, 110901, 110801 and 410601, and combination bands, 510610 and 110910, in the region 3600-2600 cm-1 were also assigned. {\textcopyright} 1992.},
author = {McNaughton, D. and Bruget, D. N.},
doi = {10.1016/0022-2860(92)87072-4},
issn = {00222860},
journal = {Journal of Molecular Structure},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {C},
pages = {11--25},
publisher = {Elsevier},
title = {{The high-resolution infrared spectrum of diacetylene and structures of diacetylene, triacetylene and dicyanoacetylene}},
volume = {273},
year = {1992}
}",_10.1016/0022-2860(92)87072-4,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],8,627.89583,641.07,632.607876,Low,200 - 3400,Pi_u,C-H bend,C-H twist,non-Stretch,30,One STD,Rovibronic,Journal of Molecular Structure,1992,"@article{92McBr,
abstract = {The $\nu$6 + $\nu$8 combination band of diacetylene has been remeasured at 0.0019 cm-1 resolution with a Fourier transform infrared spectrometer. Analysis and assignment of the improved data sets were carried out with an interactive Loomis-Wood fitting program. Altogether more than 1400 assignments were made and band origins, rotational and distortion constants for the main band and associated hot bands were determined. The band centre was found to be 1241.060828(37) cm-1 and the ground-state rotational and distortion constants, B0 and D0, were found to be 0.14641021(52) cm-1 and 1.6085(49) _ 10-8 cm-1, respectively. The experimental values of B0 for diacetylene, triacetylene and dicyanoacetylene are compared with values predicted from ab initio calculations, and with values obtained from estimates derived from the known structural parameters of HC3N and HC5N. Several very weak difference bands, 110901, 110801 and 410601, and combination bands, 510610 and 110910, in the region 3600-2600 cm-1 were also assigned. {\textcopyright} 1992.},
author = {McNaughton, D. and Bruget, D. N.},
doi = {10.1016/0022-2860(92)87072-4},
issn = {00222860},
journal = {Journal of Molecular Structure},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {C},
pages = {11--25},
publisher = {Elsevier},
title = {{The high-resolution infrared spectrum of diacetylene and structures of diacetylene, triacetylene and dicyanoacetylene}},
volume = {273},
year = {1992}
}",_10.1016/0022-2860(92)87072-4,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],3,871.9582,891.56,879.791408,Low,1850 - 3584,Sigma_Plus_g,C-C stretch,C-C stretch,Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1984,"@article{84GuCrRa,
abstract = {High-resolution absorption spectra of diacetylene in the regions 1850-2523 and 2860-3584 cm-1 have been recorded with a Fourier transform spectrometer. Rotational analyses are given for the $\nu$4 and $\nu$5 fundamentals and associated ""hot"" bands. Analyses are also reported for 11 combination bands. Vibrational constants are summarized for all the fundamentals, and rotational constants are given for all the low-lying bending vibrations. Intensity data are given for the $\nu$4 band, which is found to be stronger than the $\nu$5 band by a factor of 45 ± 5. {\textcopyright} 1984.},
author = {Guelachvili, G. and Craig, A. M. and Ramsay, D. A.},
doi = {10.1016/0022-2852(84)90110-3},
issn = {1096083X},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {may},
number = {1},
pages = {156--192},
publisher = {Academic Press},
title = {{High-resolution Fourier studies of diacetylene in the regions of the $\nu$4 and $\nu$5 fundamentals}},
volume = {105},
year = {1984}
}",_10.1016/0022-2852(84)90110-3,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],5,2022.2415,2064.53,1974.516492,High,1850 - 3584,Sigma_Plus_u,C=C stretch + C-H stretch,C=C stretch + C-H stretch,Stretch,1,Three STD,Rovibronic,Journal of Molecular Spectroscopy,1984,"@article{84GuCrRa,
abstract = {High-resolution absorption spectra of diacetylene in the regions 1850-2523 and 2860-3584 cm-1 have been recorded with a Fourier transform spectrometer. Rotational analyses are given for the $\nu$4 and $\nu$5 fundamentals and associated ""hot"" bands. Analyses are also reported for 11 combination bands. Vibrational constants are summarized for all the fundamentals, and rotational constants are given for all the low-lying bending vibrations. Intensity data are given for the $\nu$4 band, which is found to be stronger than the $\nu$5 band by a factor of 45 ± 5. {\textcopyright} 1984.},
author = {Guelachvili, G. and Craig, A. M. and Ramsay, D. A.},
doi = {10.1016/0022-2852(84)90110-3},
issn = {1096083X},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {may},
number = {1},
pages = {156--192},
publisher = {Academic Press},
title = {{High-resolution Fourier studies of diacetylene in the regions of the $\nu$4 and $\nu$5 fundamentals}},
volume = {105},
year = {1984}
}",_10.1016/0022-2852(84)90110-3,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],2,2188.9285,2243.68,2145.855552,High,1850 - 3584,Sigma_Plus_g,C=C stretch + C-H stretch,C=C stretch + C-H stretch,Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1984,"@article{84GuCrRa,
abstract = {High-resolution absorption spectra of diacetylene in the regions 1850-2523 and 2860-3584 cm-1 have been recorded with a Fourier transform spectrometer. Rotational analyses are given for the $\nu$4 and $\nu$5 fundamentals and associated ""hot"" bands. Analyses are also reported for 11 combination bands. Vibrational constants are summarized for all the fundamentals, and rotational constants are given for all the low-lying bending vibrations. Intensity data are given for the $\nu$4 band, which is found to be stronger than the $\nu$5 band by a factor of 45 ± 5. {\textcopyright} 1984.},
author = {Guelachvili, G. and Craig, A. M. and Ramsay, D. A.},
doi = {10.1016/0022-2852(84)90110-3},
issn = {1096083X},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {may},
number = {1},
pages = {156--192},
publisher = {Academic Press},
title = {{High-resolution Fourier studies of diacetylene in the regions of the $\nu$4 and $\nu$5 fundamentals}},
volume = {105},
year = {1984}
}",_10.1016/0022-2852(84)90110-3,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],1,3332.15476,3461.2,3310.29168,High,200 - 3400,Sigma_Plus_g,C-H stretch,C-H sym stretch,Stretch,35,One STD,Rovibronic,Journal of Molecular Structure,1992,"@article{92McBr,
abstract = {The $\nu$6 + $\nu$8 combination band of diacetylene has been remeasured at 0.0019 cm-1 resolution with a Fourier transform infrared spectrometer. Analysis and assignment of the improved data sets were carried out with an interactive Loomis-Wood fitting program. Altogether more than 1400 assignments were made and band origins, rotational and distortion constants for the main band and associated hot bands were determined. The band centre was found to be 1241.060828(37) cm-1 and the ground-state rotational and distortion constants, B0 and D0, were found to be 0.14641021(52) cm-1 and 1.6085(49) _ 10-8 cm-1, respectively. The experimental values of B0 for diacetylene, triacetylene and dicyanoacetylene are compared with values predicted from ab initio calculations, and with values obtained from estimates derived from the known structural parameters of HC3N and HC5N. Several very weak difference bands, 110901, 110801 and 410601, and combination bands, 510610 and 110910, in the region 3600-2600 cm-1 were also assigned. {\textcopyright} 1992.},
author = {McNaughton, D. and Bruget, D. N.},
doi = {10.1016/0022-2860(92)87072-4},
issn = {00222860},
journal = {Journal of Molecular Structure},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {C},
pages = {11--25},
publisher = {Elsevier},
title = {{The high-resolution infrared spectrum of diacetylene and structures of diacetylene, triacetylene and dicyanoacetylene}},
volume = {273},
year = {1992}
}",_10.1016/0022-2860(92)87072-4,NA
C4H2,HCCCCH,CHNOPS,6,4,"Buta-1,3-diyne",C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,LLCSWKVOHICRDD-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],4,3333.66465,3462.21,3311.257644,High,200 - 3400,Sigma_Plus_u,C-H stretch,C-H asym stretch,Stretch,20,One STD,Rovibronic,Journal of Molecular Structure,1992,"@article{92McBr,
abstract = {The $\nu$6 + $\nu$8 combination band of diacetylene has been remeasured at 0.0019 cm-1 resolution with a Fourier transform infrared spectrometer. Analysis and assignment of the improved data sets were carried out with an interactive Loomis-Wood fitting program. Altogether more than 1400 assignments were made and band origins, rotational and distortion constants for the main band and associated hot bands were determined. The band centre was found to be 1241.060828(37) cm-1 and the ground-state rotational and distortion constants, B0 and D0, were found to be 0.14641021(52) cm-1 and 1.6085(49) _ 10-8 cm-1, respectively. The experimental values of B0 for diacetylene, triacetylene and dicyanoacetylene are compared with values predicted from ab initio calculations, and with values obtained from estimates derived from the known structural parameters of HC3N and HC5N. Several very weak difference bands, 110901, 110801 and 410601, and combination bands, 510610 and 110910, in the region 3600-2600 cm-1 were also assigned. {\textcopyright} 1992.},
author = {McNaughton, D. and Bruget, D. N.},
doi = {10.1016/0022-2860(92)87072-4},
issn = {00222860},
journal = {Journal of Molecular Structure},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {C},
pages = {11--25},
publisher = {Elsevier},
title = {{The high-resolution infrared spectrum of diacetylene and structures of diacetylene, triacetylene and dicyanoacetylene}},
volume = {273},
year = {1992}
}",_10.1016/0022-2860(92)87072-4,NA
C4H6,CH2=CHCH=CH2 ,CHNOPS,10,4,"Buta-1,3-diene",C=CC=C,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",KAKZBPTYRLMSJV-UHFFFAOYSA-N,"[07MeMoRa,04WiMo]","[1064f/122mol,1303f/65mol]",13,162.41947,163.93,161.766124,Low,100 - 200,A_u,Torsion,Torsion,non-Stretch,2,One STD,Rovibronic,Journal of Physical Chemistry A,2008,"@article{08CrSa,
abstract = {A wide-ranging investigation of high-resolution infrared spectra of 1,3-butadiene was undertaken with the prime objective of finding subbands in the rotational structure attributable to the gauche rotamer, from which information about the molecular structure could be derived. A weak band near 750 cm -1, which had previously been assigned to the gauche rotamer, has been shown to be a difference band for the trans rotamer. In support of the analysis of this band, the rotational structure, including two hot bands, was analyzed in the C-type band for the v12(au) mode near 525 cm-1 and in the C-type band near 162 cm-1 for the v 13(au) mode. An unsuccessful attempt was made to extend the analysis of the B-type component of the A/B-type band for V 17(bu) near 3000 cm-1. With the exception of the two weak Q branches at 463.82 and 462.16 cm-1, no new evidence for the gauche rotamer in the gas phase was found. {\textcopyright} 2008 American Chemical Society.},
author = {Craig, Norman C. and Sams, Robert L.},
doi = {10.1021/jp807677y},
issn = {10895639},
journal = {Journal of Physical Chemistry A},
mendeley-groups = {FREQ_refs},
number = {49},
pages = {12637--12646},
title = {{An investigation of the rotamers of butadiene by high-resolution infrared spectroscopy}},
volume = {112},
year = {2008}
}",_10.1021/jp807677y,NA
